'Test Type,Test Description
0,
'Version
1.1.0
'Time Stamp
2022-11-11 11:27:45:194
'Access specifications
'Access specification name,default assignment
128 KiB; 0% Read; 0% random,0
'size,% of size,% reads,% random,delay,burst,align,reply
131072,100,0,0,0,1,0,0,
'End access specifications
'Results
TimeStamp,'Target Type,Target Name,Access Specification Name,# Managers,# Workers,# Disks,IOps,Read IOps,Write IOps,MBps (Binary),Read MBps (Binary),Write MBps (Binary),MBps (Decimal),Read MBps (Decimal),Write MBps (Decimal),Transactions per Second,Connections per Second,Average Response Time,Average Read Response Time,Average Write Response Time,Average Transaction Time,Average Connection Time,Maximum Response Time,Maximum Read Response Time,Maximum Write Response Time,Maximum Transaction Time,Maximum Connection Time,Errors,Read Errors,Write Errors,Bytes Read,Bytes Written,Read I/Os,Write I/Os,Connections,Transactions per Connection,Total Raw Read Response Time,Total Raw Write Response Time,Total Raw Transaction Time,Total Raw Connection Time,Maximum Raw Read Response Time,Maximum Raw Write Response Time,Maximum Raw Transaction Time,Maximum Raw Connection Time,Total Raw Run Time,Starting Sector,Maximum Size,Queue Depth,% CPU Utilization,% User Time,% Privileged Time,% DPC Time,% Interrupt Time,Processor Speed,Interrupts per Second,CPU Effectiveness,Packets/Second,Packet Errors,Segments Retransmitted/Second,0 to 50 uS,50 to 100 uS,100 to 200 uS,200 to 500 uS,0.5 to 1 mS,1 to 2 mS,2 to 5 mS,5 to 10 mS,10 to 15 mS,15 to 20 mS,20 to 30 mS,30 to 50 mS,50 to 100 mS,100 to 200 mS,200 to 500 mS,0.5 to 1 S,1 to 2 s,2 to 4.7 s,4.7 to 5 s,5 to 10 s, >= 10 s
2022-11-11 11:59:28:288,WORKER,Worker 1,,,,1,3270.67,0,3270.67,408.833,0,408.833,428.693,0,428.693,3270.67,0,9.78306,0,9.78306,9.78306,0,32.1036,0,32.1036,32.1036,0,0,0,0,0,432406528,0,3299,0,-1,0,322743203,322743203,0,0,321036,321036,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2819,288,128,32,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:29:299,WORKER,Worker 1,,,,1,3387.72,0,3387.72,423.465,0,423.465,444.035,0,444.035,3387.72,0,9.44533,0,9.44533,9.44533,0,15.963,0,15.963,15.963,0,0,0,0,0,446693376,0,3408,0,-1,0,321896766,321896766,0,0,159630,159630,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2927,389,92,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:30:299,WORKER,Worker 1,,,,1,3323.78,0,3323.78,415.472,0,415.472,435.654,0,435.654,3323.78,0,9.62343,0,9.62343,9.62343,0,17.1366,0,17.1366,17.1366,0,0,0,0,0,437649408,0,3339,0,-1,0,321326284,321326284,0,0,171366,171366,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2795,442,102,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:31:315,WORKER,Worker 1,,,,1,3267.33,0,3267.33,408.417,0,408.417,428.256,0,428.256,3267.33,0,9.79515,0,9.79515,9.79515,0,35.268,0,35.268,35.268,0,0,0,0,0,435290112,0,3321,0,-1,0,325297011,325297011,0,0,352680,352680,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2801,360,128,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:32:330,WORKER,Worker 1,,,,1,3395.53,0,3395.53,424.441,0,424.441,445.059,0,445.059,3395.53,0,9.42693,0,9.42693,9.42693,0,16.0597,0,16.0597,16.0597,0,0,0,0,0,451411968,0,3444,0,-1,0,324663572,324663572,0,0,160597,160597,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2934,465,45,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:33:377,WORKER,Worker 1,,,,1,3360.89,0,3360.89,420.112,0,420.112,440.519,0,440.519,3360.89,0,9.48293,0,9.48293,9.48293,0,18.3164,0,18.3164,18.3164,0,0,0,0,0,457703424,0,3492,0,-1,0,331143758,331143758,0,0,183164,183164,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2970,426,96,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:34:377,WORKER,Worker 1,,,,1,3274.55,0,3274.55,409.318,0,409.318,429.201,0,429.201,3274.55,0,9.80711,0,9.80711,9.80711,0,27.7855,0,27.7855,27.7855,0,0,0,0,0,432799744,0,3302,0,-1,0,323830751,323830751,0,0,277855,277855,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2740,366,164,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:35:408,WORKER,Worker 1,,,,1,3339.33,0,3339.33,417.417,0,417.417,437.693,0,437.693,3339.33,0,9.58072,0,9.58072,9.58072,0,18.5934,0,18.5934,18.5934,0,0,0,0,0,451411968,0,3444,0,-1,0,329960040,329960040,0,0,185934,185934,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2847,496,101,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:36:424,WORKER,Worker 1,,,,1,3297.96,0,3297.96,412.245,0,412.245,432.27,0,432.27,3297.96,0,9.65988,0,9.65988,9.65988,0,31.7889,0,31.7889,31.7889,0,0,0,0,0,438304768,0,3344,0,-1,0,323026251,323026251,0,0,317889,317889,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2895,320,97,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:37:455,WORKER,Worker 1,,,,1,3419.21,0,3419.21,427.401,0,427.401,448.162,0,448.162,3419.21,0,9.39754,0,9.39754,9.39754,0,16.323,0,16.323,16.323,0,0,0,0,0,459407360,0,3505,0,-1,0,329383603,329383603,0,0,163230,163230,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3025,416,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:38:455,WORKER,Worker 1,,,,1,3324.08,0,3324.08,415.51,0,415.51,435.693,0,435.693,3324.08,0,9.6254,0,9.6254,9.6254,0,16.3518,0,16.3518,16.3518,0,0,0,0,0,438697984,0,3347,0,-1,0,322162018,322162018,0,0,163518,163518,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2803,376,168,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:39:470,WORKER,Worker 1,,,,1,3278.48,0,3278.48,409.811,0,409.811,429.718,0,429.718,3278.48,0,9.75976,0,9.75976,9.75976,0,29.9754,0,29.9754,29.9754,0,0,0,0,0,435945472,0,3326,0,-1,0,324609477,324609477,0,0,299754,299754,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2781,409,72,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:40:502,WORKER,Worker 1,,,,1,3342.77,0,3342.77,417.846,0,417.846,438.143,0,438.143,3342.77,0,9.56905,0,9.56905,9.56905,0,18.2298,0,18.2298,18.2298,0,0,0,0,0,445775872,0,3401,0,-1,0,325443438,325443438,0,0,182298,182298,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2846,484,71,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:41:502,WORKER,Worker 1,,,,1,3350.12,0,3350.12,418.765,0,418.765,439.107,0,439.107,3350.12,0,9.55781,0,9.55781,9.55781,0,18.8979,0,18.8979,18.8979,0,0,0,0,0,445382656,0,3398,0,-1,0,324774259,324774259,0,0,188979,188979,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2915,259,224,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:42:533,WORKER,Worker 1,,,,1,3210.83,0,3210.83,401.354,0,401.354,420.85,0,420.85,3210.83,0,9.96212,0,9.96212,9.96212,0,32.1836,0,32.1836,32.1836,0,0,0,0,0,433324032,0,3306,0,-1,0,329347721,329347721,0,0,321836,321836,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2825,87,330,32,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:43:580,WORKER,Worker 1,,,,1,3248.15,0,3248.15,406.019,0,406.019,425.741,0,425.741,3248.15,0,9.84749,0,9.84749,9.84749,0,17.3123,0,17.3123,17.3123,0,0,0,0,0,442368000,0,3375,0,-1,0,332352787,332352787,0,0,173123,173123,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2830,92,453,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:44:579,WORKER,Worker 1,,,,1,3217.1,0,3217.1,402.137,0,402.137,421.671,0,421.671,3217.1,0,9.90342,0,9.90342,9.90342,0,29.2258,0,29.2258,29.2258,0,0,0,0,0,424804352,0,3241,0,-1,0,320969724,320969724,0,0,292258,292258,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2725,255,165,96,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:45:595,WORKER,Worker 1,,,,1,3411.26,0,3411.26,426.408,0,426.408,447.121,0,447.121,3411.26,0,9.41927,0,9.41927,9.41927,0,17.4118,0,17.4118,17.4118,0,0,0,0,0,454295552,0,3466,0,-1,0,326471887,326471887,0,0,174118,174118,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2999,390,77,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:46:626,WORKER,Worker 1,,,,1,3332.16,0,3332.16,416.52,0,416.52,436.753,0,436.753,3332.16,0,9.60017,0,9.60017,9.60017,0,16.9936,0,16.9936,16.9936,0,0,0,0,0,449839104,0,3432,0,-1,0,329477879,329477879,0,0,169936,169936,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2920,324,188,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:47:673,WORKER,Worker 1,,,,1,3285.43,0,3285.43,410.678,0,410.678,430.628,0,430.628,3285.43,0,9.73938,0,9.73938,9.73938,0,31.6509,0,31.6509,31.6509,0,0,0,0,0,448004096,0,3418,0,-1,0,332892106,332892106,0,0,316509,316509,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2905,385,96,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:48:673,WORKER,Worker 1,,,,1,3334.14,0,3334.14,416.768,0,416.768,437.013,0,437.013,3334.14,0,9.55517,0,9.55517,9.55517,0,16.8449,0,16.8449,16.8449,0,0,0,0,0,436469760,0,3330,0,-1,0,318187095,318187095,0,0,168449,168449,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2817,411,102,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:49:688,WORKER,Worker 1,,,,1,3383.68,0,3383.68,422.96,0,422.96,443.505,0,443.505,3383.68,0,9.49777,0,9.49777,9.49777,0,17.396,0,17.396,17.396,0,0,0,0,0,453902336,0,3463,0,-1,0,328907883,328907883,0,0,173960,173960,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2984,349,130,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:50:720,WORKER,Worker 1,,,,1,3301.46,0,3301.46,412.683,0,412.683,432.729,0,432.729,3301.46,0,9.6924,0,9.6924,9.6924,0,28.6991,0,28.6991,28.6991,0,0,0,0,0,445513728,0,3399,0,-1,0,329444759,329444759,0,0,286991,286991,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2884,387,64,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:51:751,WORKER,Worker 1,,,,1,3328.88,0,3328.88,416.11,0,416.11,436.323,0,436.323,3328.88,0,9.61371,0,9.61371,9.61371,0,17.2877,0,17.2877,17.2877,0,0,0,0,0,447217664,0,3412,0,-1,0,328019934,328019934,0,0,172877,172877,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2900,379,133,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:52:751,WORKER,Worker 1,,,,1,3260.62,0,3260.62,407.577,0,407.577,427.375,0,427.375,3260.62,0,9.81328,0,9.81328,9.81328,0,32.0176,0,32.0176,32.0176,0,0,0,0,0,430309376,0,3283,0,-1,0,322169938,322169938,0,0,320176,320176,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2771,333,115,32,32,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:53:782,WORKER,Worker 1,,,,1,3406.07,0,3406.07,425.758,0,425.758,446.44,0,446.44,3406.07,0,9.39327,0,9.39327,9.39327,0,15.4399,0,15.4399,15.4399,0,0,0,0,0,460062720,0,3510,0,-1,0,329703878,329703878,0,0,154399,154399,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3062,340,108,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:54:797,WORKER,Worker 1,,,,1,3336.72,0,3336.72,417.089,0,417.089,437.35,0,437.35,3336.72,0,9.5919,0,9.5919,9.5919,0,17.2785,0,17.2785,17.2785,0,0,0,0,0,443940864,0,3387,0,-1,0,324877643,324877643,0,0,172785,172785,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2845,349,193,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:55:828,WORKER,Worker 1,,,,1,3287.2,0,3287.2,410.901,0,410.901,430.86,0,430.86,3287.2,0,9.71378,0,9.71378,9.71378,0,30.0576,0,30.0576,30.0576,0,0,0,0,0,441188352,0,3366,0,-1,0,326965736,326965736,0,0,300576,300576,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2900,308,126,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:56:828,WORKER,Worker 1,,,,1,3339.29,0,3339.29,417.411,0,417.411,437.687,0,437.687,3339.29,0,9.60297,0,9.60297,9.60297,0,17.7792,0,17.7792,17.7792,0,0,0,0,0,440401920,0,3360,0,-1,0,322659949,322659949,0,0,177792,177792,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2865,299,196,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:57:875,WORKER,Worker 1,,,,1,3289.67,0,3289.67,411.209,0,411.209,431.184,0,431.184,3289.67,0,9.72878,0,9.72878,9.72878,0,29.9364,0,29.9364,29.9364,0,0,0,0,0,451280896,0,3443,0,-1,0,334961911,334961911,0,0,299364,299364,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2931,318,162,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:58:890,WORKER,Worker 1,,,,1,3403.42,0,3403.42,425.428,0,425.428,446.094,0,446.094,3403.42,0,9.40285,0,9.40285,9.40285,0,15.8788,0,15.8788,15.8788,0,0,0,0,0,450625536,0,3438,0,-1,0,323269834,323269834,0,0,158788,158788,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2958,475,5,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:59:59:890,WORKER,Worker 1,,,,1,3341.18,0,3341.18,417.647,0,417.647,437.935,0,437.935,3341.18,0,9.55858,0,9.55858,9.55858,0,17.2293,0,17.2293,17.2293,0,0,0,0,0,438173696,0,3343,0,-1,0,319543303,319543303,0,0,172293,172293,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2863,336,144,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:00:890,WORKER,Worker 1,,,,1,3255.66,0,3255.66,406.957,0,406.957,426.726,0,426.726,3255.66,0,9.81719,0,9.81719,9.81719,0,27.7578,0,27.7578,27.7578,0,0,0,0,0,426246144,0,3252,0,-1,0,319255046,319255046,0,0,277578,277578,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2711,349,128,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:01:906,WORKER,Worker 1,,,,1,3367.4,0,3367.4,420.925,0,420.925,441.372,0,441.372,3367.4,0,9.53238,0,9.53238,9.53238,0,17.5769,0,17.5769,17.5769,0,0,0,0,0,450494464,0,3437,0,-1,0,327627755,327627755,0,0,175769,175769,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2957,288,192,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:02:937,WORKER,Worker 1,,,,1,3384.14,0,3384.14,423.017,0,423.017,443.566,0,443.566,3384.14,0,9.45517,0,9.45517,9.45517,0,17.1998,0,17.1998,17.1998,0,0,0,0,0,454033408,0,3464,0,-1,0,327526976,327526976,0,0,171998,171998,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2955,406,103,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:03:953,WORKER,Worker 1,,,,1,3160.23,0,3160.23,395.028,0,395.028,414.217,0,414.217,3160.23,0,10.0996,0,10.0996,10.0996,0,27.5448,0,27.5448,27.5448,0,0,0,0,0,424148992,0,3236,0,-1,0,326821733,326821733,0,0,275448,275448,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2701,30,441,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:04:984,WORKER,Worker 1,,,,1,3271.56,0,3271.56,408.945,0,408.945,428.81,0,428.81,3271.56,0,9.79095,0,9.79095,9.79095,0,19.0239,0,19.0239,19.0239,0,0,0,0,0,441843712,0,3371,0,-1,0,330052763,330052763,0,0,190239,190239,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2843,134,394,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:06:015,WORKER,Worker 1,,,,1,3215.08,0,3215.08,401.886,0,401.886,421.408,0,421.408,3215.08,0,9.94769,0,9.94769,9.94769,0,32.1337,0,32.1337,32.1337,0,0,0,0,0,428474368,0,3269,0,-1,0,325190106,325190106,0,0,321337,321337,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2789,60,388,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:07:015,WORKER,Worker 1,,,,1,3378.77,0,3378.77,422.346,0,422.346,442.862,0,442.862,3378.77,0,9.47209,0,9.47209,9.47209,0,16.3405,0,16.3405,16.3405,0,0,0,0,0,448528384,0,3422,0,-1,0,324134999,324134999,0,0,163405,163405,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2910,383,129,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:08:046,WORKER,Worker 1,,,,1,3331.9,0,3331.9,416.487,0,416.487,436.718,0,436.718,3331.9,0,9.60289,0,9.60289,9.60289,0,17.4543,0,17.4543,17.4543,0,0,0,0,0,450232320,0,3435,0,-1,0,329859426,329859426,0,0,174543,174543,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2923,306,206,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:09:077,WORKER,Worker 1,,,,1,3288.98,0,3288.98,411.122,0,411.122,431.093,0,431.093,3288.98,0,9.7232,0,9.7232,9.7232,0,30.5331,0,30.5331,30.5331,0,0,0,0,0,441843712,0,3371,0,-1,0,327769163,327769163,0,0,305331,305331,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2891,288,128,63,1,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:10:093,WORKER,Worker 1,,,,1,3351.05,0,3351.05,418.881,0,418.881,439.229,0,439.229,3351.05,0,9.54976,0,9.54976,9.54976,0,18.5894,0,18.5894,18.5894,0,0,0,0,0,449052672,0,3426,0,-1,0,327174886,327174886,0,0,185894,185894,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2914,377,135,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:11:108,WORKER,Worker 1,,,,1,3373.26,0,3373.26,421.657,0,421.657,442.14,0,442.14,3373.26,0,9.48613,0,9.48613,9.48613,0,18.0977,0,18.0977,18.0977,0,0,0,0,0,448528384,0,3422,0,-1,0,324615387,324615387,0,0,180977,180977,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2941,384,97,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:12:124,WORKER,Worker 1,,,,1,3284.26,0,3284.26,410.533,0,410.533,430.475,0,430.475,3284.26,0,9.73832,0,9.73832,9.73832,0,29.2638,0,29.2638,29.2638,0,0,0,0,0,437387264,0,3337,0,-1,0,324967773,324967773,0,0,292638,292638,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2797,347,129,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:13:155,WORKER,Worker 1,,,,1,3336.49,0,3336.49,417.061,0,417.061,437.32,0,437.32,3336.49,0,9.59905,0,9.59905,9.59905,0,16.9669,0,16.9669,16.9669,0,0,0,0,0,447479808,0,3414,0,-1,0,327711440,327711440,0,0,169669,169669,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2902,341,171,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:14:186,WORKER,Worker 1,,,,1,3275.5,0,3275.5,409.438,0,409.438,429.326,0,429.326,3275.5,0,9.77166,0,9.77166,9.77166,0,31.129,0,31.129,31.129,0,0,0,0,0,440139776,0,3358,0,-1,0,328132393,328132393,0,0,311290,311290,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2832,366,96,46,18,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:15:202,WORKER,Worker 1,,,,1,3406.57,0,3406.57,425.822,0,425.822,446.506,0,446.506,3406.57,0,9.39424,0,9.39424,9.39424,0,15.4393,0,15.4393,15.4393,0,0,0,0,0,457179136,0,3488,0,-1,0,327671050,327671050,0,0,154393,154393,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2976,480,32,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:16:217,WORKER,Worker 1,,,,1,3333.1,0,3333.1,416.638,0,416.638,436.876,0,436.876,3333.1,0,9.59128,0,9.59128,9.59128,0,18.3222,0,18.3222,18.3222,0,0,0,0,0,445644800,0,3400,0,-1,0,326103389,326103389,0,0,183222,183222,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2887,353,160,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:17:233,WORKER,Worker 1,,,,1,3248.42,0,3248.42,406.052,0,406.052,425.777,0,425.777,3248.42,0,9.80704,0,9.80704,9.80704,0,26.1667,0,26.1667,26.1667,0,0,0,0,0,431882240,0,3295,0,-1,0,323141995,323141995,0,0,261667,261667,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2722,402,160,11,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:18:264,WORKER,Worker 1,,,,1,3347.11,0,3347.11,418.389,0,418.389,438.713,0,438.713,3347.11,0,9.59277,0,9.59277,9.59277,0,17.502,0,17.502,17.502,0,0,0,0,0,449708032,0,3431,0,-1,0,329128097,329128097,0,0,175020,175020,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2903,342,186,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:19:264,WORKER,Worker 1,,,,1,3391.22,0,3391.22,423.902,0,423.902,444.494,0,444.494,3391.22,0,9.45068,0,9.45068,9.45068,0,17.3258,0,17.3258,17.3258,0,0,0,0,0,447217664,0,3412,0,-1,0,322457058,322457058,0,0,173258,173258,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2951,365,96,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:20:295,WORKER,Worker 1,,,,1,3306.36,0,3306.36,413.295,0,413.295,433.371,0,433.371,3306.36,0,9.67754,0,9.67754,9.67754,0,31.8533,0,31.8533,31.8533,0,0,0,0,0,446693376,0,3408,0,-1,0,329810705,329810705,0,0,318533,318533,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2896,381,99,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:21:311,WORKER,Worker 1,,,,1,3326.7,0,3326.7,415.837,0,415.837,436.037,0,436.037,3326.7,0,9.62055,0,9.62055,9.62055,0,18.181,0,18.181,18.181,0,0,0,0,0,441188352,0,3366,0,-1,0,323827708,323827708,0,0,181810,181810,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2791,440,135,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:22:326,WORKER,Worker 1,,,,1,3266.59,0,3266.59,408.324,0,408.324,428.159,0,428.159,3266.59,0,9.79462,0,9.79462,9.79462,0,32.1164,0,32.1164,32.1164,0,0,0,0,0,435683328,0,3324,0,-1,0,325573278,325573278,0,0,321164,321164,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2844,215,201,32,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:23:342,WORKER,Worker 1,,,,1,3405.86,0,3405.86,425.732,0,425.732,446.413,0,446.413,3405.86,0,9.39437,0,9.39437,9.39437,0,16.2584,0,16.2584,16.2584,0,0,0,0,0,450887680,0,3440,0,-1,0,323166447,323166447,0,0,162584,162584,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2990,349,101,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:24:342,WORKER,Worker 1,,,,1,3325.42,0,3325.42,415.678,0,415.678,435.87,0,435.87,3325.42,0,9.58537,0,9.58537,9.58537,0,17.8654,0,17.8654,17.8654,0,0,0,0,0,438173696,0,3343,0,-1,0,320439038,320439038,0,0,178654,178654,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2863,320,160,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:25:342,WORKER,Worker 1,,,,1,3226.96,0,3226.96,403.371,0,403.371,422.965,0,422.965,3226.96,0,9.95877,0,9.95877,9.95877,0,28.9943,0,28.9943,28.9943,0,0,0,0,0,423100416,0,3228,0,-1,0,321469112,321469112,0,0,289943,289943,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2678,291,195,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:26:373,WORKER,Worker 1,,,,1,3239.31,0,3239.31,404.914,0,404.914,424.583,0,424.583,3239.31,0,9.87504,0,9.87504,9.87504,0,17.5831,0,17.5831,17.5831,0,0,0,0,0,437780480,0,3340,0,-1,0,329826228,329826228,0,0,175831,175831,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2796,55,489,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:27:404,WORKER,Worker 1,,,,1,3277.68,0,3277.68,409.71,0,409.71,429.613,0,429.613,3277.68,0,9.66923,0,9.66923,9.66923,0,17.8578,0,17.8578,17.8578,0,0,0,0,0,440139776,0,3358,0,-1,0,324692702,324692702,0,0,178578,178578,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2907,3,448,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:00:28:420,WORKER,Worker 1,,,,1,3273.21,0,3273.21,409.151,0,409.151,429.026,0,429.026,3273.21,0,9.86915,0,9.86915,9.86915,0,33.529,0,33.529,33.529,0,0,0,0,0,438566912,0,3346,0,-1,0,330221757,330221757,0,0,335290,335290,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2834,376,40,64,32,0,0,0,0,0,0,0,0,0
