'Test Type,Test Description
0,
'Version
1.1.0
'Time Stamp
2022-11-11 11:27:45:194
'Access specifications
'Access specification name,default assignment
128 KiB; 0% Read; 0% random,0
'size,% of size,% reads,% random,delay,burst,align,reply
131072,100,0,0,0,1,0,0,
'End access specifications
'Results
TimeStamp,'Target Type,Target Name,Access Specification Name,# Managers,# Workers,# Disks,IOps,Read IOps,Write IOps,MBps (Binary),Read MBps (Binary),Write MBps (Binary),MBps (Decimal),Read MBps (Decimal),Write MBps (Decimal),Transactions per Second,Connections per Second,Average Response Time,Average Read Response Time,Average Write Response Time,Average Transaction Time,Average Connection Time,Maximum Response Time,Maximum Read Response Time,Maximum Write Response Time,Maximum Transaction Time,Maximum Connection Time,Errors,Read Errors,Write Errors,Bytes Read,Bytes Written,Read I/Os,Write I/Os,Connections,Transactions per Connection,Total Raw Read Response Time,Total Raw Write Response Time,Total Raw Transaction Time,Total Raw Connection Time,Maximum Raw Read Response Time,Maximum Raw Write Response Time,Maximum Raw Transaction Time,Maximum Raw Connection Time,Total Raw Run Time,Starting Sector,Maximum Size,Queue Depth,% CPU Utilization,% User Time,% Privileged Time,% DPC Time,% Interrupt Time,Processor Speed,Interrupts per Second,CPU Effectiveness,Packets/Second,Packet Errors,Segments Retransmitted/Second,0 to 50 uS,50 to 100 uS,100 to 200 uS,200 to 500 uS,0.5 to 1 mS,1 to 2 mS,2 to 5 mS,5 to 10 mS,10 to 15 mS,15 to 20 mS,20 to 30 mS,30 to 50 mS,50 to 100 mS,100 to 200 mS,200 to 500 mS,0.5 to 1 S,1 to 2 s,2 to 4.7 s,4.7 to 5 s,5 to 10 s, >= 10 s
2022-11-11 11:43:14:512,WORKER,Worker 1,,,,1,3502.59,0,3502.59,437.823,0,437.823,459.091,0,459.091,3502.59,0,9.13498,0,9.13498,9.13498,0,15.8645,0,15.8645,15.8645,0,0,0,0,0,465567744,0,3552,0,-1,0,324474412,324474412,0,0,158645,158645,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3104,439,9,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:15:543,WORKER,Worker 1,,,,1,3494.64,0,3494.64,436.83,0,436.83,458.049,0,458.049,3494.64,0,9.15411,0,9.15411,9.15411,0,19.414,0,19.414,19.414,0,0,0,0,0,472121344,0,3602,0,-1,0,329730864,329730864,0,0,194140,194140,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3250,250,102,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:16:590,WORKER,Worker 1,,,,1,3516.95,0,3516.95,439.618,0,439.618,460.973,0,460.973,3516.95,0,9.09719,0,9.09719,9.09719,0,19.3438,0,19.3438,19.3438,0,0,0,0,0,478937088,0,3654,0,-1,0,332411405,332411405,0,0,193438,193438,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3273,343,38,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:17:590,WORKER,Worker 1,,,,1,3477.13,0,3477.13,434.642,0,434.642,455.755,0,455.755,3477.13,0,9.21127,0,9.21127,9.21127,0,21.1105,0,21.1105,21.1105,0,0,0,0,0,458227712,0,3496,0,-1,0,322025951,322025951,0,0,211105,211105,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3049,378,37,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:18:605,WORKER,Worker 1,,,,1,3617.29,0,3617.29,452.161,0,452.161,474.125,0,474.125,3617.29,0,8.84595,0,8.84595,8.84595,0,14.3263,0,14.3263,14.3263,0,0,0,0,0,480116736,0,3663,0,-1,0,324027300,324027300,0,0,143263,143263,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3439,224,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:19:605,WORKER,Worker 1,,,,1,3494.77,0,3494.77,436.846,0,436.846,458.066,0,458.066,3494.77,0,9.15364,0,9.15364,9.15364,0,18.1342,0,18.1342,18.1342,0,0,0,0,0,460324864,0,3512,0,-1,0,321475809,321475809,0,0,181342,181342,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3128,348,36,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:20:621,WORKER,Worker 1,,,,1,3496.4,0,3496.4,437.051,0,437.051,458.281,0,458.281,3496.4,0,9.15242,0,9.15242,9.15242,0,21.7804,0,21.7804,21.7804,0,0,0,0,0,464912384,0,3547,0,-1,0,324636360,324636360,0,0,217804,217804,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3227,223,65,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:21:652,WORKER,Worker 1,,,,1,3445.46,0,3445.46,430.683,0,430.683,451.604,0,451.604,3445.46,0,9.29082,0,9.29082,9.29082,0,19.0569,0,19.0569,19.0569,0,0,0,0,0,460849152,0,3516,0,-1,0,326665057,326665057,0,0,190569,190569,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3070,318,128,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:22:668,WORKER,Worker 1,,,,1,3416.16,0,3416.16,427.02,0,427.02,447.763,0,447.763,3416.16,0,9.3664,0,9.3664,9.3664,0,22.5457,0,22.5457,22.5457,0,0,0,0,0,459538432,0,3506,0,-1,0,328386091,328386091,0,0,225457,225457,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3026,351,97,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:23:683,WORKER,Worker 1,,,,1,3520.08,0,3520.08,440.01,0,440.01,461.384,0,461.384,3520.08,0,9.08808,0,9.08808,9.08808,0,16.228,0,16.228,16.228,0,0,0,0,0,466354176,0,3558,0,-1,0,323354054,323354054,0,0,162280,162280,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3173,319,66,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:24:699,WORKER,Worker 1,,,,1,3488.75,0,3488.75,436.093,0,436.093,457.277,0,457.277,3488.75,0,9.16834,0,9.16834,9.16834,0,17.098,0,17.098,17.098,0,0,0,0,0,466747392,0,3561,0,-1,0,326484519,326484519,0,0,170980,170980,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3145,320,96,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:25:714,WORKER,Worker 1,,,,1,3514.85,0,3514.85,439.357,0,439.357,460.699,0,460.699,3514.85,0,9.10717,0,9.10717,9.10717,0,22.0245,0,22.0245,22.0245,0,0,0,0,0,467664896,0,3568,0,-1,0,324943732,324943732,0,0,220245,220245,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3216,256,64,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:26:730,WORKER,Worker 1,,,,1,3527.7,0,3527.7,440.962,0,440.962,462.382,0,462.382,3527.7,0,9.07235,0,9.07235,9.07235,0,17.0476,0,17.0476,17.0476,0,0,0,0,0,468975616,0,3578,0,-1,0,324608677,324608677,0,0,170476,170476,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3290,224,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:27:777,WORKER,Worker 1,,,,1,3497.84,0,3497.84,437.23,0,437.23,458.469,0,458.469,3497.84,0,9.14653,0,9.14653,9.14653,0,20.2012,0,20.2012,20.2012,0,0,0,0,0,476708864,0,3637,0,-1,0,332659451,332659451,0,0,202012,202012,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3285,288,57,7,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:28:792,WORKER,Worker 1,,,,1,3588.52,0,3588.52,448.566,0,448.566,470.355,0,470.355,3588.52,0,8.91551,0,8.91551,8.91551,0,14.7643,0,14.7643,14.7643,0,0,0,0,0,478543872,0,3651,0,-1,0,325505226,325505226,0,0,147643,147643,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3427,224,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:29:792,WORKER,Worker 1,,,,1,3510.1,0,3510.1,438.763,0,438.763,460.076,0,460.076,3510.1,0,9.11893,0,9.11893,9.11893,0,17.2646,0,17.2646,17.2646,0,0,0,0,0,461373440,0,3520,0,-1,0,320986365,320986365,0,0,172646,172646,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3200,256,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:30:808,WORKER,Worker 1,,,,1,3493.35,0,3493.35,436.669,0,436.669,457.88,0,457.88,3493.35,0,9.15329,0,9.15329,9.15329,0,20.8327,0,20.8327,20.8327,0,0,0,0,0,463077376,0,3533,0,-1,0,323385802,323385802,0,0,208327,208327,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3178,259,64,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:31:808,WORKER,Worker 1,,,,1,3535.05,0,3535.05,441.881,0,441.881,463.346,0,463.346,3535.05,0,9.06161,0,9.06161,9.06161,0,16.4693,0,16.4693,16.4693,0,0,0,0,0,466223104,0,3557,0,-1,0,322321463,322321463,0,0,164693,164693,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3237,288,32,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:32:839,WORKER,Worker 1,,,,1,3508.81,0,3508.81,438.601,0,438.601,459.906,0,459.906,3508.81,0,9.10775,0,9.10775,9.10775,0,19.0946,0,19.0946,19.0946,0,0,0,0,0,472645632,0,3606,0,-1,0,328425557,328425557,0,0,190946,190946,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3318,192,96,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:33:854,WORKER,Worker 1,,,,1,3598.08,0,3598.08,449.76,0,449.76,471.608,0,471.608,3598.08,0,8.89884,0,8.89884,8.89884,0,14.1815,0,14.1815,14.1815,0,0,0,0,0,473563136,0,3613,0,-1,0,321515192,321515192,0,0,141815,141815,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3421,192,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:34:870,WORKER,Worker 1,,,,1,3504.8,0,3504.8,438.1,0,438.1,459.381,0,459.381,3504.8,0,9.13281,0,9.13281,9.13281,0,15.4989,0,15.4989,15.4989,0,0,0,0,0,470941696,0,3593,0,-1,0,328141688,328141688,0,0,154989,154989,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3244,345,4,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:35:901,WORKER,Worker 1,,,,1,3481.54,0,3481.54,435.193,0,435.193,456.333,0,456.333,3481.54,0,9.18891,0,9.18891,9.18891,0,23.3505,0,23.3505,23.3505,0,0,0,0,0,469368832,0,3581,0,-1,0,329054756,329054756,0,0,233505,233505,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3232,253,64,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:36:917,WORKER,Worker 1,,,,1,3520.05,0,3520.05,440.006,0,440.006,461.38,0,461.38,3520.05,0,9.09294,0,9.09294,9.09294,0,16.1949,0,16.1949,16.1949,0,0,0,0,0,471597056,0,3598,0,-1,0,327164088,327164088,0,0,161949,161949,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3214,352,32,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:37:948,WORKER,Worker 1,,,,1,3481.11,0,3481.11,435.139,0,435.139,456.276,0,456.276,3481.11,0,9.19367,0,9.19367,9.19367,0,21.5904,0,21.5904,21.5904,0,0,0,0,0,470155264,0,3587,0,-1,0,329776860,329776860,0,0,215904,215904,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3288,203,64,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:38:995,WORKER,Worker 1,,,,1,3591.59,0,3591.59,448.949,0,448.949,470.757,0,470.757,3591.59,0,8.91032,0,8.91032,8.91032,0,15.226,0,15.226,15.226,0,0,0,0,0,489684992,0,3736,0,-1,0,332889673,332889673,0,0,152260,152260,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3512,160,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:40:010,WORKER,Worker 1,,,,1,3513.06,0,3513.06,439.133,0,439.133,460.464,0,460.464,3513.06,0,9.10559,0,9.10559,9.10559,0,17.1939,0,17.1939,17.1939,0,0,0,0,0,471203840,0,3595,0,-1,0,327346057,327346057,0,0,171939,171939,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3271,260,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:41:041,WORKER,Worker 1,,,,1,3498.46,0,3498.46,437.308,0,437.308,458.551,0,458.551,3498.46,0,9.15035,0,9.15035,9.15035,0,20.3302,0,20.3302,20.3302,0,0,0,0,0,472383488,0,3604,0,-1,0,329778640,329778640,0,0,203302,203302,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3283,193,126,2,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:42:057,WORKER,Worker 1,,,,1,3467.54,0,3467.54,433.442,0,433.442,454.497,0,454.497,3467.54,0,9.22902,0,9.22902,9.22902,0,18.788,0,18.788,18.788,0,0,0,0,0,461242368,0,3519,0,-1,0,324769120,324769120,0,0,187880,187880,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3167,256,96,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:43:088,WORKER,Worker 1,,,,1,3405.31,0,3405.31,425.663,0,425.663,446.34,0,446.34,3405.31,0,9.3955,0,9.3955,9.3955,0,22.2557,0,22.2557,22.2557,0,0,0,0,0,459800576,0,3508,0,-1,0,329593973,329593973,0,0,222557,222557,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2998,364,114,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:44:139,WORKER,Worker 1,,,,1,3483.23,0,3483.23,435.404,0,435.404,456.554,0,456.554,3483.23,0,9.18579,0,9.18579,9.18579,0,15.7171,0,15.7171,15.7171,0,0,0,0,0,475660288,0,3629,0,-1,0,333352173,333352173,0,0,157171,157171,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3213,373,43,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:45:141,WORKER,Worker 1,,,,1,3432.87,0,3432.87,429.109,0,429.109,449.953,0,449.953,3432.87,0,9.32055,0,9.32055,9.32055,0,26.6276,0,26.6276,26.6276,0,0,0,0,0,448790528,0,3424,0,-1,0,319135755,319135755,0,0,266276,266276,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3072,222,98,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:46:172,WORKER,Worker 1,,,,1,3510.52,0,3510.52,438.816,0,438.816,460.131,0,460.131,3510.52,0,9.10803,0,9.10803,9.10803,0,20.4867,0,20.4867,20.4867,0,0,0,0,0,474087424,0,3617,0,-1,0,329437397,329437397,0,0,204867,204867,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3297,225,85,10,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:47:170,WORKER,Worker 1,,,,1,3511.87,0,3511.87,438.983,0,438.983,460.307,0,460.307,3511.87,0,9.11688,0,9.11688,9.11688,0,16.3391,0,16.3391,16.3391,0,0,0,0,0,459538432,0,3506,0,-1,0,319637684,319637684,0,0,163391,163391,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3154,288,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:48:168,WORKER,Worker 1,,,,1,3481.67,0,3481.67,435.209,0,435.209,456.349,0,456.349,3481.67,0,9.18965,0,9.18965,9.18965,0,19.7283,0,19.7283,19.7283,0,0,0,0,0,462422016,0,3528,0,-1,0,324210682,324210682,0,0,197283,197283,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3153,304,71,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:49:184,WORKER,Worker 1,,,,1,3608.51,0,3608.51,451.064,0,451.064,472.975,0,472.975,3608.51,0,8.8447,0,8.8447,8.8447,0,13.8365,0,13.8365,13.8365,0,0,0,0,0,479330304,0,3657,0,-1,0,323450632,323450632,0,0,138365,138365,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3497,160,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:50:215,WORKER,Worker 1,,,,1,3489.44,0,3489.44,436.18,0,436.18,457.368,0,457.368,3489.44,0,9.18681,0,9.18681,9.18681,0,16.4069,0,16.4069,16.4069,0,0,0,0,0,469106688,0,3579,0,-1,0,328796057,328796057,0,0,164069,164069,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3227,288,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:51:215,WORKER,Worker 1,,,,1,3514.59,0,3514.59,439.324,0,439.324,460.665,0,460.665,3514.59,0,9.11218,0,9.11218,9.11218,0,19.6973,0,19.6973,19.6973,0,0,0,0,0,460980224,0,3517,0,-1,0,320475310,320475310,0,0,196973,196973,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3164,289,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:52:231,WORKER,Worker 1,,,,1,3512.41,0,3512.41,439.051,0,439.051,460.379,0,460.379,3512.41,0,9.10936,0,9.10936,9.10936,0,16.1272,0,16.1272,16.1272,0,0,0,0,0,463470592,0,3536,0,-1,0,322107079,322107079,0,0,161272,161272,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3184,288,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:53:231,WORKER,Worker 1,,,,1,3504.17,0,3504.17,438.021,0,438.021,459.298,0,459.298,3504.17,0,9.13051,0,9.13051,9.13051,0,18.0566,0,18.0566,18.0566,0,0,0,0,0,465043456,0,3548,0,-1,0,323950485,323950485,0,0,180566,180566,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3258,192,98,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:54:262,WORKER,Worker 1,,,,1,3589.7,0,3589.7,448.713,0,448.713,470.51,0,470.51,3589.7,0,8.91152,0,8.91152,8.91152,0,14.6621,0,14.6621,14.6621,0,0,0,0,0,478937088,0,3654,0,-1,0,325627116,325627116,0,0,146621,146621,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3430,224,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:55:269,WORKER,Worker 1,,,,1,3485.78,0,3485.78,435.723,0,435.723,456.888,0,456.888,3485.78,0,9.17551,0,9.17551,9.17551,0,16.4598,0,16.4598,16.4598,0,0,0,0,0,460587008,0,3514,0,-1,0,322427275,322427275,0,0,164598,164598,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3130,314,70,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:56:284,WORKER,Worker 1,,,,1,3520.71,0,3520.71,440.089,0,440.089,461.467,0,461.467,3520.71,0,9.09492,0,9.09492,9.09492,0,18.659,0,18.659,18.659,0,0,0,0,0,467927040,0,3570,0,-1,0,324688819,324688819,0,0,186590,186590,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3278,222,70,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:57:294,WORKER,Worker 1,,,,1,3520.46,0,3520.46,440.058,0,440.058,461.434,0,461.434,3520.46,0,9.08716,0,9.08716,9.08716,0,15.7974,0,15.7974,15.7974,0,0,0,0,0,471990272,0,3601,0,-1,0,327228621,327228621,0,0,157974,157974,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3313,222,66,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:58:323,WORKER,Worker 1,,,,1,3473.06,0,3473.06,434.133,0,434.133,455.221,0,455.221,3473.06,0,9.18155,0,9.18155,9.18155,0,20.4668,0,20.4668,20.4668,0,0,0,0,0,462159872,0,3526,0,-1,0,323741579,323741579,0,0,204668,204668,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3174,256,86,10,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:43:59:321,WORKER,Worker 1,,,,1,3616.52,0,3616.52,452.066,0,452.066,474.025,0,474.025,3616.52,0,8.88003,0,8.88003,8.88003,0,14.4724,0,14.4724,14.4724,0,0,0,0,0,479592448,0,3659,0,-1,0,324920287,324920287,0,0,144724,144724,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3467,192,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:00:352,WORKER,Worker 1,,,,1,3494.22,0,3494.22,436.778,0,436.778,457.994,0,457.994,3494.22,0,9.15088,0,9.15088,9.15088,0,15.98,0,15.98,15.98,0,0,0,0,0,468582400,0,3575,0,-1,0,327143874,327143874,0,0,159800,159800,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3223,288,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:01:352,WORKER,Worker 1,,,,1,3515.43,0,3515.43,439.429,0,439.429,460.774,0,460.774,3515.43,0,9.09973,0,9.09973,9.09973,0,19.0665,0,19.0665,19.0665,0,0,0,0,0,463339520,0,3535,0,-1,0,321675465,321675465,0,0,190665,190665,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3247,186,102,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:02:367,WORKER,Worker 1,,,,1,3483.24,0,3483.24,435.405,0,435.405,456.556,0,456.556,3483.24,0,9.18738,0,9.18738,9.18738,0,16.6131,0,16.6131,16.6131,0,0,0,0,0,464519168,0,3544,0,-1,0,325600789,325600789,0,0,166131,166131,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3160,347,37,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:03:414,WORKER,Worker 1,,,,1,3399.04,0,3399.04,424.88,0,424.88,445.519,0,445.519,3399.04,0,9.37032,0,9.37032,9.37032,0,18.939,0,18.939,18.939,0,0,0,0,0,463339520,0,3535,0,-1,0,331240933,331240933,0,0,189390,189390,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3053,373,109,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:04:414,WORKER,Worker 1,,,,1,3498.95,0,3498.95,437.369,0,437.369,458.615,0,458.615,3498.95,0,9.17358,0,9.17358,9.17358,0,15.6955,0,15.6955,15.6955,0,0,0,0,0,461111296,0,3518,0,-1,0,322726710,322726710,0,0,156955,156955,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3115,356,47,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:05:445,WORKER,Worker 1,,,,1,3424.19,0,3424.19,428.023,0,428.023,448.815,0,448.815,3424.19,0,9.35258,0,9.35258,9.35258,0,17.0591,0,17.0591,17.0591,0,0,0,0,0,462946304,0,3532,0,-1,0,330333206,330333206,0,0,170591,170591,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3103,373,56,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:06:461,WORKER,Worker 1,,,,1,3500.5,0,3500.5,437.563,0,437.563,458.818,0,458.818,3500.5,0,9.14994,0,9.14994,9.14994,0,21.3717,0,21.3717,21.3717,0,0,0,0,0,465436672,0,3551,0,-1,0,324914503,324914503,0,0,213717,213717,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3263,192,64,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:07:508,WORKER,Worker 1,,,,1,3527.01,0,3527.01,440.877,0,440.877,462.293,0,462.293,3527.01,0,9.06517,0,9.06517,9.06517,0,16.8182,0,16.8182,16.8182,0,0,0,0,0,480772096,0,3668,0,-1,0,332510452,332510452,0,0,168182,168182,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3348,278,42,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:08:519,WORKER,Worker 1,,,,1,3490.22,0,3490.22,436.278,0,436.278,457.47,0,457.47,3491.2,0,9.17111,0,9.17111,9.1712,0,20.031,0,20.031,20.031,0,0,0,0,0,465829888,0,3554,0,-1,0,325941198,326036217,0,0,200310,200310,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3172,318,61,3,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:09:555,WORKER,Worker 1,,,,1,3595.09,0,3595.09,449.386,0,449.386,471.215,0,471.215,3595.09,0,8.89645,0,8.89645,8.89645,0,14.053,0,14.053,14.053,0,0,0,0,0,482082816,0,3678,0,-1,0,327211494,327211494,0,0,140530,140530,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3486,192,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:10:569,WORKER,Worker 1,,,,1,3518.8,0,3518.8,439.85,0,439.85,461.216,0,461.216,3518.8,0,9.09473,0,9.09473,9.09473,0,16.0639,0,16.0639,16.0639,0,0,0,0,0,467009536,0,3563,0,-1,0,324045079,324045079,0,0,160639,160639,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3243,314,6,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:11:590,WORKER,Worker 1,,,,1,3498.46,0,3498.46,437.307,0,437.307,458.55,0,458.55,3498.46,0,9.14644,0,9.14644,9.14644,0,20.0985,0,20.0985,20.0985,0,0,0,0,0,468582400,0,3575,0,-1,0,326985359,326985359,0,0,200985,200985,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3223,256,94,2,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:12:598,WORKER,Worker 1,,,,1,3522.16,0,3522.16,440.27,0,440.27,461.656,0,461.656,3522.16,0,9.08595,0,9.08595,9.08595,0,14.8163,0,14.8163,14.8163,0,0,0,0,0,465436672,0,3551,0,-1,0,322642054,322642054,0,0,148163,148163,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3225,326,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:13:620,WORKER,Worker 1,,,,1,3482.76,0,3482.76,435.345,0,435.345,456.493,0,456.493,3482.76,0,9.17997,0,9.17997,9.17997,0,20.3663,0,20.3663,20.3663,0,0,0,0,0,466616320,0,3560,0,-1,0,326806961,326806961,0,0,203663,203663,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3181,315,56,8,0,0,0,0,0,0,0,0,0,0
2022-11-11 11:44:14:635,WORKER,Worker 1,,,,1,3616,0,3616,452,0,452,473.957,0,473.957,3616,0,8.85883,0,8.85883,8.85883,0,14.0925,0,14.0925,14.0925,0,0,0,0,0,486801408,0,3714,0,-1,0,329016854,329016854,0,0,140925,140925,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3515,199,0,0,0,0,0,0,0,0,0,0,0,0
